Country,Crime name,Year,Age,Sex,No of recorded cases,Source
"China, Hong Kong Special Administrative Region",Kidnapping,2019,Total,Total,0,IAFQ
Honduras,Kidnapping,2019,Total,Total,27,IAFQ
Croatia,Kidnapping,2019,Total,Total,1,IAFQ
Hungary,Kidnapping,2019,Total,Total,5,PP/IAFQ/NA
Ireland,Kidnapping,2019,Total,Total,87,IAFQ
Iraq (Central Iraq),Kidnapping,2019,Total,Total,292,IAFQ
Israel,Kidnapping,2019,Total,Total,561,IAFQ
Italy,Kidnapping,2019,Total,Total,128,IAFQ
Jamaica,Kidnapping,2019,Total,Total,17,IAFQ
Jordan,Kidnapping,2019,Total,Total,180,IAFQ
Kenya,Kidnapping,2019,Total,Total,27,IAFQ
Saint Kitts and Nevis,Kidnapping,2019,Total,Total,0,IAFQ
Republic of Korea,Kidnapping,2019,Total,Total,72,IAFQ
Saint Lucia,Kidnapping,2019,Total,Total,10,IAFQ
Liechtenstein,Kidnapping,2019,Total,Total,0,IAFQ
Sri Lanka,Kidnapping,2019,Total,Total,212,IAFQ
Lithuania,Kidnapping,2019,Total,Total,0,IAFQ
Luxembourg,Kidnapping,2019,Total,Total,44,IAFQ
Latvia,Kidnapping,2019,Total,Total,13,IAFQ
"China, Macao Special Administrative Region",Kidnapping,2019,Total,Total,0,IAFQ
Republic of Moldova,Kidnapping,2019,Total,Total,44,IAFQ
Mexico,Kidnapping,2019,Total,Total,1779,IAFQ
North Macedonia,Kidnapping,2019,Total,Total,15,IAFQ
Malta,Kidnapping,2019,Total,Total,0,IAFQ
Myanmar,Kidnapping,2019,Total,Total,10,PP/IAFQ
Montenegro,Kidnapping,2019,Total,Total,2,IAFQ
Mongolia,Kidnapping,2019,Total,Total,4,PP/IAFQ
Namibia,Kidnapping,2019,Total,Total,77,IAFQ
Nicaragua,Kidnapping,2019,Total,Total,3,IAFQ
Netherlands (Kingdom of the),Kidnapping,2019,Total,Total,510,IAFQ
New Zealand,Kidnapping,2019,Total,Total,460,IAFQ
Oman,Kidnapping,2019,Total,Total,7,IAFQ
Pakistan,Kidnapping,2019,Total,Total,19937,IAFQ
Panama,Kidnapping,2019,Total,Total,8,IAFQ
Peru,Kidnapping,2019,Total,Total,1148,IAFQ
Philippines,Kidnapping,2019,Total,Total,157,IAFQ
Portugal,Kidnapping,2019,Total,Total,338,IAFQ
Paraguay,Kidnapping,2019,Total,Total,20,IAFQ
State of Palestine,Kidnapping,2019,Total,Total,197,IAFQ
Romania,Kidnapping,2019,Total,Total,353,IAFQ
Russian Federation,Kidnapping,2019,Total,Total,293,IAFQ
Saudi Arabia,Kidnapping,2019,Total,Total,62,IAFQ
El Salvador,Kidnapping,2019,Total,Total,21,IAFQ
Serbia,Kidnapping,2019,Total,Total,8,PP/IAFQ
Slovakia,Kidnapping,2019,Total,Total,95,IAFQ
Slovenia,Kidnapping,2019,Total,Total,11,IAFQ
Thailand,Kidnapping,2019,Total,Total,7,IAFQ
Ukraine,Kidnapping,2019,Total,Total,496,IAFQ
Uruguay,Kidnapping,2019,Total,Total,8,IAFQ
Uzbekistan,Kidnapping,2019,Total,Total,22,IAFQ
Saint Vincent and the Grenadines,Kidnapping,2019,Total,Total,14,IAFQ
Kosovo under UNSCR 1244,Kidnapping,2019,Total,Total,21,IAFQ
Albania,Kidnapping,2020,Total,Total,5,PP/IAFQ
United Arab Emirates,Kidnapping,2020,Total,Total,77,IAFQ
Argentina,Kidnapping,2020,Total,Total,94,IAFQ
Armenia,Kidnapping,2020,Total,Total,46,PP/IAFQ
Antigua and Barbuda,Kidnapping,2020,Total,Total,3,PP/IAFQ
Australia,Kidnapping,2020,Total,Total,402,IAFQ
Austria,Kidnapping,2020,Total,Total,3,PP/IAFQ
Azerbaijan,Kidnapping,2020,Total,Total,5,PP/IAFQ
Bulgaria,Kidnapping,2020,Total,Total,81,PP/IAFQ
Bahamas,Kidnapping,2020,Total,Total,1,PP/IAFQ
Bosnia and Herzegovina,Kidnapping,2020,Total,Total,1,PP/IAFQ
Belize,Kidnapping,2020,Total,Total,1,IAFQ
Bolivia (Plurinational State of),Kidnapping,2020,Total,Total,25,IAFQ
Brazil,Kidnapping,2020,Total,Total,4698,IAFQ
Bhutan,Kidnapping,2020,Total,Total,0,IAFQ
Canada,Kidnapping,2020,Total,Total,3510,IAFQ
Switzerland,Kidnapping,2020,Total,Total,6,IAFQ/NA
Chile,Kidnapping,2020,Total,Total,313,IAFQ
Cameroon,Kidnapping,2020,Total,Total,1019,IAFQ
Colombia,Kidnapping,2020,Total,Total,258,IAFQ
Costa Rica,Kidnapping,2020,Total,Total,7,IAFQ
Cyprus,Kidnapping,2020,Total,Total,2,IAFQ
Czechia,Kidnapping,2020,Total,Total,11,IAFQ
Germany,Kidnapping,2020,Total,Total,4565,PP/IAFQ/NA
Dominica,Kidnapping,2020,Total,Total,8,IAFQ
Dominican Republic,Kidnapping,2020,Total,Total,102,IAFQ
Algeria,Kidnapping,2020,Total,Total,209,IAFQ
Ecuador,Kidnapping,2020,Total,Total,644,IAFQ
Spain,Kidnapping,2020,Total,Total,76,IAFQ
Estonia,Kidnapping,2020,Total,Total,0,IAFQ
Finland,Kidnapping,2020,Total,Total,3,IAFQ
United Kingdom (England and Wales),Kidnapping,2020,Total,Total,5765,IAFQ
United Kingdom (Northern Ireland),Kidnapping,2020,Total,Total,82,IAFQ
United Kingdom (Scotland),Kidnapping,2020,Total,Total,247,IAFQ
Ghana,Kidnapping,2020,Total,Total,82,IAFQ
Greece,Kidnapping,2020,Total,Total,73,IAFQ
Grenada,Kidnapping,2020,Total,Total,0,IAFQ
Guatemala,Kidnapping,2020,Total,Total,174,IAFQ
Guyana,Kidnapping,2020,Total,Total,0,IAFQ
"China, Hong Kong Special Administrative Region",Kidnapping,2020,Total,Total,1,IAFQ
Honduras,Kidnapping,2020,Total,Total,3,IAFQ
Croatia,Kidnapping,2020,Total,Total,1,IAFQ
Hungary,Kidnapping,2020,Total,Total,11,IAFQ
Ireland,Kidnapping,2020,Total,Total,106,IAFQ
Iraq (Central Iraq),Kidnapping,2020,Total,Total,1078,PP/IAFQ
Israel,Kidnapping,2020,Total,Total,619,IAFQ
Italy,Kidnapping,2020,Total,Total,117,PP/IAFQ
Jamaica,Kidnapping,2020,Total,Total,16,IAFQ
Jordan,Kidnapping,2020,Total,Total,168,IAFQ
Japan,Kidnapping,2020,Total,Total,337,IAFQ
Kenya,Kidnapping,2020,Total,Total,21,IAFQ
Saint Kitts and Nevis,Kidnapping,2020,Total,Total,1,IAFQ
Republic of Korea,Kidnapping,2020,Total,Total,46,IAFQ
Saint Lucia,Kidnapping,2020,Total,Total,11,IAFQ
Liechtenstein,Kidnapping,2020,Total,Total,0,IAFQ
Lithuania,Kidnapping,2020,Total,Total,1,IAFQ
Luxembourg,Kidnapping,2020,Total,Total,42,IAFQ
Latvia,Kidnapping,2020,Total,Total,12,IAFQ
"China, Macao Special Administrative Region",Kidnapping,2020,Total,Total,1,IAFQ
Morocco,Kidnapping,2020,Total,Total,183,IAFQ
Republic of Moldova,Kidnapping,2020,Total,Total,44,IAFQ
Mexico,Kidnapping,2020,Total,Total,1022,IAFQ
North Macedonia,Kidnapping,2020,Total,Total,2,IAFQ
Malta,Kidnapping,2020,Total,Total,0,IAFQ
Myanmar,Kidnapping,2020,Total,Total,13,IAFQ
Mongolia,Kidnapping,2020,Total,Total,2,IAFQ
Mauritius,Kidnapping,2020,Total,Total,36,IAFQ
Namibia,Kidnapping,2020,Total,Total,51,PP/IAFQ
Netherlands (Kingdom of the),Kidnapping,2020,Total,Total,520,IAFQ
New Zealand,Kidnapping,2020,Total,Total,393,IAFQ
Oman,Kidnapping,2020,Total,Total,4,IAFQ
Pakistan,Kidnapping,2020,Total,Total,19375,IAFQ
Panama,Kidnapping,2020,Total,Total,2,IAFQ
Peru,Kidnapping,2020,Total,Total,854,IAFQ
Portugal,Kidnapping,2020,Total,Total,254,IAFQ
Paraguay,Kidnapping,2020,Total,Total,5,IAFQ
State of Palestine,Kidnapping,2020,Total,Total,209,PP/IAFQ
Romania,Kidnapping,2020,Total,Total,286,IAFQ
Russian Federation,Kidnapping,2020,Total,Total,365,IAFQ
El Salvador,Kidnapping,2020,Total,Total,9,PP/IAFQ
Serbia,Kidnapping,2020,Total,Total,4,PP/IAFQ
Slovakia,Kidnapping,2020,Total,Total,53,IAFQ
Slovenia,Kidnapping,2020,Total,Total,3,PP/IAFQ
Thailand,Kidnapping,2020,Total,Total,2,PP/IAFQ
Ukraine,Kidnapping,2020,Total,Total,361,PP/IAFQ
Uruguay,Kidnapping,2020,Total,Total,4,PP/IAFQ
Uzbekistan,Kidnapping,2020,Total,Total,34,PP/IAFQ
Saint Vincent and the Grenadines,Kidnapping,2020,Total,Total,10,IAFQ
Kosovo under UNSCR 1244,Kidnapping,2020,Total,Total,15,IAFQ
Albania,Kidnapping,2021,Total,Total,4,IAFQ
United Arab Emirates,Kidnapping,2021,Total,Total,141,IAFQ
Argentina,Kidnapping,2021,Total,Total,105,IAFQ
Armenia,Kidnapping,2021,Total,Total,34,IAFQ/NA
Antigua and Barbuda,Kidnapping,2021,Total,Total,4,IAFQ
Australia,Kidnapping,2021,Total,Total,453,IAFQ
Austria,Kidnapping,2021,Total,Total,3,IAFQ
Azerbaijan,Kidnapping,2021,Total,Total,9,IAFQ
Bulgaria,Kidnapping,2021,Total,Total,69,IAFQ
Bahamas,Kidnapping,2021,Total,Total,7,IAFQ
Bosnia and Herzegovina,Kidnapping,2021,Total,Total,14,PP/IAFQ/NA
Belize,Kidnapping,2021,Total,Total,4,IAFQ
Bolivia (Plurinational State of),Kidnapping,2021,Total,Total,24,IAFQ
Brazil,Kidnapping,2021,Total,Total,5495,IAFQ
Barbados,Kidnapping,2021,Total,Total,4,IAFQ
Canada,Kidnapping,2021,Total,Total,3592,IAFQ
Switzerland,Kidnapping,2021,Total,Total,5,IAFQ
Chile,Kidnapping,2021,Total,Total,353,IAFQ
Cameroon,Kidnapping,2021,Total,Total,1794,IAFQ
Colombia,Kidnapping,2021,Total,Total,317,IAFQ
Costa Rica,Kidnapping,2021,Total,Total,14,IAFQ
Cyprus,Kidnapping,2021,Total,Total,3,IAFQ
Czechia,Kidnapping,2021,Total,Total,2,IAFQ
Germany,Kidnapping,2021,Total,Total,5062,IAFQ
Dominica,Kidnapping,2021,Total,Total,4,IAFQ
Algeria,Kidnapping,2021,Total,Total,239,IAFQ
Ecuador,Kidnapping,2021,Total,Total,805,IAFQ
Spain,Kidnapping,2021,Total,Total,97,IAFQ
Estonia,Kidnapping,2021,Total,Total,0,IAFQ
Finland,Kidnapping,2021,Total,Total,2,IAFQ
United Kingdom (England and Wales),Kidnapping,2021,Total,Total,5705,IAFQ
United Kingdom (Northern Ireland),Kidnapping,2021,Total,Total,116,IAFQ
United Kingdom (Scotland),Kidnapping,2021,Total,Total,260,IAFQ
Ghana,Kidnapping,2021,Total,Total,118,PP/IAFQ
Greece,Kidnapping,2021,Total,Total,62,IAFQ
Grenada,Kidnapping,2021,Total,Total,0,PP/IAFQ
Guatemala,Kidnapping,2021,Total,Total,141,IAFQ
Guyana,Kidnapping,2021,Total,Total,0,IAFQ
"China, Hong Kong Special Administrative Region",Kidnapping,2021,Total,Total,2,IAFQ
Honduras,Kidnapping,2021,Total,Total,34,IAFQ
Croatia,Kidnapping,2021,Total,Total,3,IAFQ
Hungary,Kidnapping,2021,Total,Total,4,IAFQ
Indonesia,Kidnapping,2021,Total,Total,206,IAFQ
Ireland,Kidnapping,2021,Total,Total,98,IAFQ
Iraq (Central Iraq),Kidnapping,2021,Total,Total,409,IAFQ
Israel,Kidnapping,2021,Total,Total,570,IAFQ
Italy,Kidnapping,2021,Total,Total,118,IAFQ
Jamaica,Kidnapping,2021,Total,Total,16,IAFQ
Jordan,Kidnapping,2021,Total,Total,162,IAFQ
Japan,Kidnapping,2021,Total,Total,389,IAFQ
Kenya,Kidnapping,2021,Total,Total,58,IAFQ
Saint Kitts and Nevis,Kidnapping,2021,Total,Total,2,IAFQ
Republic of Korea,Kidnapping,2021,Total,Total,45,PP/IAFQ
Saint Lucia,Kidnapping,2021,Total,Total,10,IAFQ
Liechtenstein,Kidnapping,2021,Total,Total,0,IAFQ
Lithuania,Kidnapping,2021,Total,Total,1,IAFQ
Luxembourg,Kidnapping,2021,Total,Total,37,IAFQ
Latvia,Kidnapping,2021,Total,Total,6,IAFQ
"China, Macao Special Administrative Region",Kidnapping,2021,Total,Total,0,IAFQ
Morocco,Kidnapping,2021,Total,Total,537,IAFQ
Republic of Moldova,Kidnapping,2021,Total,Total,37,IAFQ
Mexico,Kidnapping,2021,Total,Total,788,PP/IAFQ
North Macedonia,Kidnapping,2021,Total,Total,8,IAFQ
Malta,Kidnapping,2021,Total,Total,0,IAFQ
Montenegro,Kidnapping,2021,Total,Total,2,PP/IAFQ
Mongolia,Kidnapping,2021,Total,Total,2,PP/IAFQ
Mauritius,Kidnapping,2021,Total,Total,23,IAFQ
Namibia,Kidnapping,2021,Total,Total,69,PP/IAFQ
Netherlands (Kingdom of the),Kidnapping,2021,Total,Total,460,PP/IAFQ
New Zealand,Kidnapping,2021,Total,Total,408,PP/IAFQ
Oman,Kidnapping,2021,Total,Total,3,PP/IAFQ
Pakistan,Kidnapping,2021,Total,Total,26250,PP/IAFQ
Panama,Kidnapping,2021,Total,Total,7,IAFQ
Peru,Kidnapping,2021,Total,Total,1072,IAFQ
Portugal,Kidnapping,2021,Total,Total,229,IAFQ
Paraguay,Kidnapping,2021,Total,Total,16,IAFQ
State of Palestine,Kidnapping,2021,Total,Total,128,IAFQ
Qatar,Kidnapping,2021,Total,Total,7,IAFQ
Romania,Kidnapping,2021,Total,Total,343,IAFQ
El Salvador,Kidnapping,2021,Total,Total,10,IAFQ
Serbia,Kidnapping,2021,Total,Total,14,IAFQ
Slovakia,Kidnapping,2021,Total,Total,54,IAFQ
Slovenia,Kidnapping,2021,Total,Total,4,IAFQ/NA
Eswatini,Kidnapping,2021,Total,Total,54,IAFQ
Thailand,Kidnapping,2021,Total,Total,9,PP/IAFQ/NA
Uruguay,Kidnapping,2021,Total,Total,15,IAFQ
United States of America,Kidnapping,2021,Total,Total,56651.54801,IAFQ
Uzbekistan,Kidnapping,2021,Total,Total,55,IAFQ
Holy See,Kidnapping,2021,Total,Total,0,IAFQ
Saint Vincent and the Grenadines,Kidnapping,2021,Total,Total,4,IAFQ
Kosovo under UNSCR 1244,Kidnapping,2021,Total,Total,10,IAFQ
Albania,Kidnapping,2022,Total,Total,4,IAFQ
United Arab Emirates,Kidnapping,2022,Total,Total,248,IAFQ
Argentina,Kidnapping,2022,Total,Total,49,IAFQ
Armenia,Kidnapping,2022,Total,Total,72,IAFQ
Antigua and Barbuda,Kidnapping,2022,Total,Total,1,IAFQ
Australia,Kidnapping,2022,Total,Total,507,IAFQ
Austria,Kidnapping,2022,Total,Total,9,IAFQ
Bulgaria,Kidnapping,2022,Total,Total,83,IAFQ
Bahamas,Kidnapping,2022,Total,Total,7,IAFQ
Bosnia and Herzegovina,Kidnapping,2022,Total,Total,12,IAFQ
Belize,Kidnapping,2022,Total,Total,5,IAFQ
Bolivia (Plurinational State of),Kidnapping,2022,Total,Total,27,IAFQ
Brazil,Kidnapping,2022,Total,Total,5966,IAFQ
Barbados,Kidnapping,2022,Total,Total,6,IAFQ
Canada,Kidnapping,2022,Total,Total,3763,IAFQ
Switzerland,Kidnapping,2022,Total,Total,4,IAFQ
Chile,Kidnapping,2022,Total,Total,644,PP/IAFQ
Colombia,Kidnapping,2022,Total,Total,473,IAFQ
Costa Rica,Kidnapping,2022,Total,Total,22,PP/IAFQ
Cyprus,Kidnapping,2022,Total,Total,6,IAFQ
Czechia,Kidnapping,2022,Total,Total,5,IAFQ
Germany,Kidnapping,2022,Total,Total,4891,IAFQ
Dominica,Kidnapping,2022,Total,Total,6,IAFQ
Algeria,Kidnapping,2022,Total,Total,219,IAFQ
Ecuador,Kidnapping,2022,Total,Total,1257,IAFQ
Spain,Kidnapping,2022,Total,Total,84,IAFQ
Estonia,Kidnapping,2022,Total,Total,0,IAFQ
Finland,Kidnapping,2022,Total,Total,2,IAFQ
United Kingdom (England and Wales),Kidnapping,2022,Total,Total,6905,IAFQ
United Kingdom (Northern Ireland),Kidnapping,2022,Total,Total,158,IAFQ
United Kingdom (Scotland),Kidnapping,2022,Total,Total,270,IAFQ
Greece,Kidnapping,2022,Total,Total,98,IAFQ
Grenada,Kidnapping,2022,Total,Total,0,IAFQ
Guatemala,Kidnapping,2022,Total,Total,171,IAFQ
Guyana,Kidnapping,2022,Total,Total,0,IAFQ
"China, Hong Kong Special Administrative Region",Kidnapping,2022,Total,Total,0,IAFQ
Honduras,Kidnapping,2022,Total,Total,28,PP/IAFQ
Croatia,Kidnapping,2022,Total,Total,0,IAFQ
Hungary,Kidnapping,2022,Total,Total,7,IAFQ
Indonesia,Kidnapping,2022,Total,Total,1472,IAFQ/NA
Ireland,Kidnapping,2022,Total,Total,99,IAFQ
Israel,Kidnapping,2022,Total,Total,662,IAFQ
Italy,Kidnapping,2022,Total,Total,114,PP/IAFQ
Jamaica,Kidnapping,2022,Total,Total,19,IAFQ
Jordan,Kidnapping,2022,Total,Total,214,IAFQ
Japan,Kidnapping,2022,Total,Total,390,PP/IAFQ
Kenya,Kidnapping,2022,Total,Total,57,IAFQ
Saint Kitts and Nevis,Kidnapping,2022,Total,Total,2,IAFQ
Republic of Korea,Kidnapping,2022,Total,Total,48,IAFQ
Saint Lucia,Kidnapping,2022,Total,Total,15,IAFQ
Liechtenstein,Kidnapping,2022,Total,Total,0,IAFQ
Lithuania,Kidnapping,2022,Total,Total,0,IAFQ
Luxembourg,Kidnapping,2022,Total,Total,52,IAFQ
Latvia,Kidnapping,2022,Total,Total,11,IAFQ
"China, Macao Special Administrative Region",Kidnapping,2022,Total,Total,0,IAFQ
Morocco,Kidnapping,2022,Total,Total,638,IAFQ
Republic of Moldova,Kidnapping,2022,Total,Total,37,IAFQ/NA
Mexico,Kidnapping,2022,Total,Total,643,IAFQ/NA
North Macedonia,Kidnapping,2022,Total,Total,7,IAFQ
Malta,Kidnapping,2022,Total,Total,0,IAFQ
Myanmar,Kidnapping,2022,Total,Total,13,IAFQ
Montenegro,Kidnapping,2022,Total,Total,1,IAFQ
Mongolia,Kidnapping,2022,Total,Total,0,IAFQ
Netherlands (Kingdom of the),Kidnapping,2022,Total,Total,445,IAFQ
New Zealand,Kidnapping,2022,Total,Total,454,IAFQ
Oman,Kidnapping,2022,Total,Total,5,IAFQ
Pakistan,Kidnapping,2022,Total,Total,27854,IAFQ
Panama,Kidnapping,2022,Total,Total,11,IAFQ
Peru,Kidnapping,2022,Total,Total,1229,IAFQ
Portugal,Kidnapping,2022,Total,Total,250,IAFQ
Paraguay,Kidnapping,2022,Total,Total,15,IAFQ
State of Palestine,Kidnapping,2022,Total,Total,130,IAFQ
Romania,Kidnapping,2022,Total,Total,406,IAFQ
El Salvador,Kidnapping,2022,Total,Total,3,IAFQ/NA
Serbia,Kidnapping,2022,Total,Total,11,IAFQ
Slovakia,Kidnapping,2022,Total,Total,48,IAFQ
Slovenia,Kidnapping,2022,Total,Total,1,IAFQ
Thailand,Kidnapping,2022,Total,Total,0,IAFQ
Uruguay,Kidnapping,2022,Total,Total,13,IAFQ
United States of America,Kidnapping,2022,Total,Total,52441,IAFQ
Holy See,Kidnapping,2022,Total,Total,0,IAFQ
Saint Vincent and the Grenadines,Kidnapping,2022,Total,Total,1,PP/IAFQ
Albania,Kidnapping,2023,Total,Total,4,IAFQ
Argentina,Kidnapping,2023,Total,Total,107,IAFQ
Armenia,Kidnapping,2023,Total,Total,75,PP/IAFQ
Antigua and Barbuda,Kidnapping,2023,Total,Total,1,PP/IAFQ
Australia,Kidnapping,2023,Total,Total,501,IAFQ
Austria,Kidnapping,2023,Total,Total,6,PP/IAFQ
Bulgaria,Kidnapping,2023,Total,Total,89,PP/IAFQ
Bosnia and Herzegovina,Kidnapping,2023,Total,Total,30,PP/IAFQ
Bolivia (Plurinational State of),Kidnapping,2023,Total,Total,47,PP/IAFQ
Brazil,Kidnapping,2023,Total,Total,6401,PP/IAFQ
Barbados,Kidnapping,2023,Total,Total,1,IAFQ
Canada,Kidnapping,2023,Total,Total,3975,IAFQ
Switzerland,Kidnapping,2023,Total,Total,6,IAFQ
Chile,Kidnapping,2023,Total,Total,650,IAFQ
Cameroon,Kidnapping,2023,Total,Total,1805,IAFQ
Colombia,Kidnapping,2023,Total,Total,638,IAFQ/NA
Costa Rica,Kidnapping,2023,Total,Total,14,IAFQ
Cyprus,Kidnapping,2023,Total,Total,0,IAFQ
Czechia,Kidnapping,2023,Total,Total,8,IAFQ
Germany,Kidnapping,2023,Total,Total,5041,IAFQ
Dominica,Kidnapping,2023,Total,Total,3,IAFQ
Algeria,Kidnapping,2023,Total,Total,145,IAFQ
Ecuador,Kidnapping,2023,Total,Total,2724,IAFQ
Spain,Kidnapping,2023,Total,Total,122,IAFQ
Estonia,Kidnapping,2023,Total,Total,0,IAFQ
Finland,Kidnapping,2023,Total,Total,4,IAFQ
United Kingdom (Northern Ireland),Kidnapping,2023,Total,Total,132,IAFQ
United Kingdom (Scotland),Kidnapping,2023,Total,Total,278,IAFQ
Greece,Kidnapping,2023,Total,Total,74,IAFQ
Grenada,Kidnapping,2023,Total,Total,3,IAFQ
Guatemala,Kidnapping,2023,Total,Total,151,IAFQ
Guyana,Kidnapping,2023,Total,Total,0,IAFQ
"China, Hong Kong Special Administrative Region",Kidnapping,2023,Total,Total,0,IAFQ
Honduras,Kidnapping,2023,Total,Total,44,IAFQ
Croatia,Kidnapping,2023,Total,Total,0,IAFQ
Hungary,Kidnapping,2023,Total,Total,11,IAFQ
Ireland,Kidnapping,2023,Total,Total,105,IAFQ
Israel,Kidnapping,2023,Total,Total,614,IAFQ
Italy,Kidnapping,2023,Total,Total,129,IAFQ
Jamaica,Kidnapping,2023,Total,Total,29,IAFQ
Jordan,Kidnapping,2023,Total,Total,151,IAFQ
Japan,Kidnapping,2023,Total,Total,526,PP/IAFQ
Saint Kitts and Nevis,Kidnapping,2023,Total,Total,0,IAFQ
Republic of Korea,Kidnapping,2023,Total,Total,64,PP/IAFQ
Saint Lucia,Kidnapping,2023,Total,Total,6,IAFQ
Liechtenstein,Kidnapping,2023,Total,Total,0,IAFQ
Lithuania,Kidnapping,2023,Total,Total,0,IAFQ
Latvia,Kidnapping,2023,Total,Total,16,IAFQ
Morocco,Kidnapping,2023,Total,Total,529,IAFQ
Republic of Moldova,Kidnapping,2023,Total,Total,33,IAFQ
Mexico,Kidnapping,2023,Total,Total,619,IAFQ
North Macedonia,Kidnapping,2023,Total,Total,13,IAFQ
Malta,Kidnapping,2023,Total,Total,0,IAFQ
Myanmar,Kidnapping,2023,Total,Total,13,IAFQ
Montenegro,Kidnapping,2023,Total,Total,1,IAFQ
Mongolia,Kidnapping,2023,Total,Total,1,IAFQ
Netherlands (Kingdom of the),Kidnapping,2023,Total,Total,450,IAFQ
New Zealand,Kidnapping,2023,Total,Total,420,IAFQ
Oman,Kidnapping,2023,Total,Total,7,IAFQ
Pakistan,Kidnapping,2023,Total,Total,30411,IAFQ
Panama,Kidnapping,2023,Total,Total,9,PP/IAFQ
Philippines,Kidnapping,2023,Total,Total,144,IAFQ
Portugal,Kidnapping,2023,Total,Total,305,IAFQ
Paraguay,Kidnapping,2023,Total,Total,22,IAFQ/NA
State of Palestine,Kidnapping,2023,Total,Total,99,IAFQ/NA
Romania,Kidnapping,2023,Total,Total,390,IAFQ
Serbia,Kidnapping,2023,Total,Total,10,IAFQ
Slovakia,Kidnapping,2023,Total,Total,46,PP/IAFQ
Slovenia,Kidnapping,2023,Total,Total,3,IAFQ
Thailand,Kidnapping,2023,Total,Total,22,IAFQ
Uruguay,Kidnapping,2023,Total,Total,24,PP/IAFQ
Holy See,Kidnapping,2023,Total,Total,1,IAFQ
Saint Vincent and the Grenadines,Kidnapping,2023,Total,Total,5,IAFQ
Belgium,Sexual violence,2003,Total,Total,5565,IAFQ
Bulgaria,Sexual violence,2003,Total,Total,1287,IAFQ
Canada,Sexual violence,2003,Total,Total,26128,IAFQ
Czechia,Sexual violence,2003,Total,Total,1898,IAFQ
Germany,Sexual violence,2003,Total,Total,54632,IAFQ
Estonia,Sexual violence,2003,Total,Total,215,IAFQ
Finland,Sexual violence,2003,Total,Total,1581,IAFQ
France,Sexual violence,2003,Total,Total,25802,IAFQ
United Kingdom (England and Wales),Sexual violence,2003,Total,Total,48732,IAFQ
United Kingdom (Northern Ireland),Sexual violence,2003,Total,Total,1461,IAFQ
Greece,Sexual violence,2003,Total,Total,899,IAFQ
Croatia,Sexual violence,2003,Total,Total,549,IAFQ
Hungary,Sexual violence,2003,Total,Total,560,IAFQ
Italy,Sexual violence,2003,Total,Total,2744,IAFQ
Japan,Sexual violence,2003,Total,Total,12501,IAFQ
Liechtenstein,Sexual violence,2003,Total,Total,17,IAFQ
Lithuania,Sexual violence,2003,Total,Total,415,IAFQ/NA
Latvia,Sexual violence,2003,Total,Total,305,IAFQ/NA
Morocco,Sexual violence,2003,Total,Total,827,IAFQ
Montenegro,Sexual violence,2003,Total,Total,32,IAFQ
Mauritius,Sexual violence,2003,Total,Total,298,IAFQ
Norway,Sexual violence,2003,Total,Total,1996,IAFQ
Portugal,Sexual violence,2003,Total,Total,1966,IAFQ
Slovenia,Sexual violence,2003,Total,Total,145,IAFQ
Sweden,Sexual violence,2003,Total,Total,10142,IAFQ
Türkiye,Sexual violence,2003,Total,Total,2858,IAFQ
Ukraine,Sexual violence,2003,Total,Total,2180,IAFQ
Armenia,Sexual violence,2004,Total,Total,48,IAFQ/NA
Austria,Sexual violence,2004,Total,Total,2004,IAFQ
Bulgaria,Sexual violence,2004,Total,Total,1175,IAFQ
Belarus,Sexual violence,2004,Total,Total,775,IAFQ
Barbados,Sexual violence,2004,Total,Total,204,IAFQ
Canada,Sexual violence,2004,Total,Total,25698,IAFQ
Colombia,Sexual violence,2004,Total,Total,4350,IAFQ
Cyprus,Sexual violence,2004,Total,Total,137,PP/IAFQ
Czechia,Sexual violence,2004,Total,Total,1909,IAFQ
Germany,Sexual violence,2004,Total,Total,57306,IAFQ
Estonia,Sexual violence,2004,Total,Total,526,PP/IAFQ
Finland,Sexual violence,2004,Total,Total,1765,PP/IAFQ
France,Sexual violence,2004,Total,Total,26238,IAFQ
United Kingdom (England and Wales),Sexual violence,2004,Total,Total,47542,PP/IAFQ
United Kingdom (Northern Ireland),Sexual violence,2004,Total,Total,1262,PP/IAFQ
United Kingdom (Scotland),Sexual violence,2004,Total,Total,7324,PP/IAFQ
Georgia,Sexual violence,2004,Total,Total,98,PP/IAFQ
Greece,Sexual violence,2004,Total,Total,626,PP/IAFQ
Guatemala,Sexual violence,2004,Total,Total,363,IAFQ
"China, Hong Kong Special Administrative Region",Sexual violence,2004,Total,Total,1392,IAFQ
Croatia,Sexual violence,2004,Total,Total,485,IAFQ
Hungary,Sexual violence,2004,Total,Total,772,IAFQ
India,Sexual violence,2004,Total,Total,62801,IAFQ
Ireland,Sexual violence,2004,Total,Total,1752,IAFQ/NA
Israel,Sexual violence,2004,Total,Total,4885,IAFQ
Italy,Sexual violence,2004,Total,Total,3734,IAFQ
Japan,Sexual violence,2004,Total,Total,11360,IAFQ
Kenya,Sexual violence,2004,Total,Total,2880,IAFQ
Kuwait,Sexual violence,2004,Total,Total,393,IAFQ
Liechtenstein,Sexual violence,2004,Total,Total,7,IAFQ
Lithuania,Sexual violence,2004,Total,Total,444,PP/IAFQ/NA
Latvia,Sexual violence,2004,Total,Total,648,IAFQ
